Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
CPS1,0,11,0,4,6,3,1,0,17,443,29,2,0,123,21,0,7,3,0,650,0,473,6.681498285,2.688949838,17.2773319,8.864186145,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,211342409,211543829,158851.9,465,4.71E-06,0.3679633,-0.001001543,8,48.75676,96.40541,0.8743749,142.1082,17.23934,40.53611,0.000103307,31,4,0,0
CRKL,1,27,0,4,0,0,0,0,0,42,3,0,0,26,0,0,1,0,0,102,0,88,6.681498285,2.688949838,18.99831248,7.592457037,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.031687699,0.00011836,22,21271714,21308037,523674.1,192,4.28E-06,0.487395,0.04884558,10,55.51351,91.86486,0.9304696,179.4689,28.80656,48.71829,0.000412825,75,1.666666667,0,1
KRT27,0,19,0,3,1,0,1,0,0,89,12,0,0,48,0,0,2,1,0,170,0,148,6.681498285,2.688949838,19.67432367,8.076815597,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,38933061,38938786,836683.2,269,2.59E-06,0.40078,-0.00956022,30,63.10811,97.97297,0.9408991,132.7836,20.39344,45.4167,0.000152065,24.91374182,2.06122449,0,0
ZMYM5,6,19,0,0,10,3,1,1,0,89,13,0,0,26,2,0,11,5,0,154,0,126,6.681498285,2.688949838,18.26158627,8.50779464,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.117349578,0.002256175,13,20397624,20437776,314256.2,363,3.92E-06,0.42186,0.04397361,5,52.56757,98.67568,0.9208703,128.9607,17.93443,37.1258,5.88E-06,7,4,0,0
TRIM66,0,4,0,5,5,4,0,0,4,77,7,1,0,24,1,0,6,5,0,121,0,104,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3.56,0,0
PPFIA4,0,19,35,18,3,2,1,0,2,183,7,0,0,78,9,1,5,4,0,349,0,275,6.681498285,2.688949838,18.71550659,8.826548487,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,203020311,203047863,430455.1,453,2.30E-06,0.47754,0.0423577,16,48.56757,92.83784,0.8263313,68.69836,4.603279,58.08027,3.83E-07,4,2.544303797,0,0
AADACL4,0,7,0,0,0,1,0,0,1,106,7,0,0,45,3,0,0,1,0,169,0,142,0.207728751,0.253707188,17.14991578,8.829722735,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,12704566,12727096,145424,454,4.29E-06,0.48353,0.02278783,15,53,99.43243,0.91991,176.6918,30.66557,49.88164,0.000152065,24.91374182,2.543478261,0,0
NBPF24,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,9,0,8,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,4,0,0
COPZ2,0,16,0,0,1,0,0,0,7,21,2,0,0,10,3,0,2,2,0,56,0,55,6.681498285,2.688949838,20.20173986,8,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,46103535,46115152,1205950,255,2.51E-06,0.50099,0.02029104,21,54.32432,97.37838,0.7785933,34.72459,0.05245902,55.53168,0,3,2.363636364,0,0
PCDH10,0,63,2,32,10,5,0,0,1,471,24,1,0,194,2,0,15,6,0,784,0,571,6.681498285,2.688949838,13.21031428,10.40514146,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,4,134070470,134112731,9476.654,1355,8.50E-06,0.34249,-0.03137907,1,41.24324,83.43243,0.9642794,134.6131,16.40984,55.96779,7.65E-08,3,2.574358974,0,0
C4orf47,0,1,0,1,4,0,0,0,0,19,3,0,0,8,2,0,4,0,0,34,0,34,3.140769323,3.164199549,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.666666667,0,0
PFKL,0,7,0,0,5,1,1,0,17,116,6,0,0,52,2,0,7,1,0,199,0,167,6.681498285,2.688949838,20.13760408,8.271463028,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.103708654,0.006821324,21,45719930,45747255,1153513,308,2.82E-06,0.59065,0.06465567,16,38.72973,73.97297,0.8430252,59.81967,1.865574,62.03746,0.000162,50,2.358490566,0,0
SIRT3,0,17,0,0,1,0,0,0,2,39,3,0,0,13,0,0,1,0,0,74,0,67,6.681498285,2.688949838,20.48110073,8.77478706,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.024074275,0.000124957,11,215031,236362,1463610,437,3.24E-06,0.47816,0.02358343,44,40.59459,85.08108,0.8360927,83.25246,5.459016,55.15515,6.15E-05,31,3,0,0
PPP1R3D,0,42,0,14,0,0,0,0,0,41,2,0,0,26,0,0,8,1,0,116,0,97,6.681498285,2.688949838,16.16737286,9.743151394,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.03400774,0.000490701,20,58511894,58515352,73596.69,856,4.36E-06,0.36966,-0.03610035,10,33.2973,59.32432,0.9647672,49.16393,0.495082,66.32451,1.69E-06,6,1.592592593,0,0
ZNF10,0,10,0,0,2,2,0,0,0,82,11,0,0,25,0,0,3,2,0,127,0,110,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.088984714,0.004337665,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,4.36E-06,7,3.653846154,0,0
ACAP1,0,0,0,14,1,0,0,0,1,119,10,0,0,59,3,0,1,0,0,206,0,172,6.611365584,3.837288339,20.86645188,7.693486957,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,7239848,7254793,1911735,206,2.25E-06,0.53544,0.03594318,38,42.37838,86.59459,0.9175704,117.1541,14.24262,57.7558,2.58E-06,4,2.2,0,0
THAP6,0,15,1,0,7,0,0,0,15,38,3,1,0,11,0,0,8,0,0,83,0,80,6.681498285,2.688949838,18.81570757,8.942514505,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.063063814,0.000331404,4,76439654,76455234,461414.7,491,2.41E-06,0.3726,0.01860971,5,48.08108,97.13514,0.8863954,132.7836,16.16066,35.55243,1.71E-07,2,3.416666667,0,0
PRR14L,20,2,0,0,13,3,0,0,1,128,16,0,0,56,1,0,14,3,0,223,0,173,6.681498285,2.688949838,19.06373976,8.071462363,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,22,32077336,32146120,547969.9,268,2.29E-06,0.477255,0.03618992,16,52.2973,98.2973,0.8380452,127.0459,16.11148,49.61786,2.67E-06,8,2.596491228,0,0
C17orf75,0,4,0,4,4,0,1,0,0,57,0,1,0,16,1,0,6,0,0,82,0,78,7.968231658,0.455050045,19.37313491,8.164906927,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,30658392,30669189,679038,286,3.09E-06,0.48997,0.0297495,10,54.45946,94.81081,0.85596,117.3672,18.81967,39.538,1.08E-07,4,3.411764706,0,0
ARL2,0,12,0,4,0,0,0,0,0,25,2,0,0,13,0,0,3,0,0,53,0,52,10.24293378,0.680860432,21.58758846,7.714245518,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.02329522,8.57E-05,11,64781586,64789655,3151458,209,2.14E-06,0.52098,0.05188589,37,44.40541,84.02703,0.8720236,36.29836,0,61.39734,2.61E-05,18,1.928571429,0,0
STK17B,0,7,0,3,2,2,0,0,0,74,9,1,0,21,0,0,2,2,0,115,0,104,6.681498285,2.688949838,17.10486592,8.54689446,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.113361255,0.018313504,2,196998308,197036336,140953.1,373,2.81E-06,0.38307,0.01422746,4,48.97297,94.56757,0.9040065,110.0689,10.00984,34.01076,1.70E-05,8,3.863636364,0,0
FAM188A,0,8,0,4,3,1,0,0,1,86,8,0,0,17,7,1,4,1,0,131,0,116,6.681498285,2.688949838,16.10142647,9.820178962,-0.013851503,0.034067765,0.055626497,0.016217813,-0.12113026,0.042669952,0.443918654,0.028839998,10,15820175,15902519,70308.23,903,5.12E-06,0.383565,-0.002385515,12,45.94595,94.56757,0.829397,106.318,10.31148,35.02778,2.29E-05,20,5.666666667,0,0
SEC31A,0,6,0,2,31,3,2,0,29,158,22,0,0,52,3,0,40,4,0,264,0,246,6.681498285,2.688949838,19.56484613,8.071462363,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,4,83739815,83812400,775541.4,268,1.93E-06,0.41214,0.03844401,6,48.2973,97.56757,0.8991014,120.8131,15.61639,40.01334,0.000112927,43,3.509433962,0,0
KCNN1,0,1,0,1,2,1,1,0,0,99,2,0,0,52,0,0,3,1,0,155,0,138,6.681498285,2.688949838,20.34174466,7.768184325,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,18062111,18109929,1328847,217,2.63E-06,0.532725,0.03530355,32,39.97297,73.78378,0.8212788,48.91475,3.603279,57.6464,0.000152065,24.91374182,1.924528302,0,0
MIR548A1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
CYBA,0,0,0,3,0,0,0,0,1,25,1,0,0,7,1,0,0,0,0,38,0,35,6.681498285,2.688949838,19.61445536,7.569855608,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.374172528,0.121650948,16,88709698,88717457,802673.4,189,8.05E-06,0.55294,0.04071483,13,34.18919,60.43243,0.7847302,29.68197,0.8983607,64.21239,6.17E-06,9,3.375,0,0
CNFN,0,7,0,0,1,0,0,0,3,12,0,0,0,8,0,0,1,0,0,30,0,27,6.681498285,2.688949838,19.5955609,7.77478706,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.361168842,0.042400676,19,42891174,42894444,792229.6,218,2.91E-06,0.56397,0.0419089,31,43.40541,77.2973,0.8447826,40.59016,0.1704918,63.54487,0.000152065,24.91374182,1.333333333,0,0
KIAA1045,0,5,0,0,4,1,0,0,2,123,4,0,0,38,0,1,4,1,0,173,0,142,6.681498285,2.688949838,19.36701966,8.625708843,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,34958192,34982542,676165.8,394,2.18E-06,0.41991,0.02315957,23,46.75676,90.91892,0.8954186,144.3672,20.51803,56.8836,0.000152065,24.91374182,3.282051282,0,0
PIK3R5,0,11,0,0,6,4,0,0,1,156,7,0,0,73,3,1,6,5,0,251,0,223,6.681498285,2.688949838,18.45502695,9.315149562,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.48531978,0.062677646,17,8782234,8869024,359348.2,636,2.55E-06,0.463895,0.009730137,26,41.81081,85.24324,0.8777963,64.63607,2.127869,59.98419,1.38E-05,6,2.297297297,0,0
APOD,0,13,0,1,1,0,0,0,0,42,1,0,0,10,0,0,1,0,0,67,0,64,8.423771368,10.1548045,19.5994182,8.303780748,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.274230542,0.083965114,3,195295573,195311076,794350.6,315,6.50E-06,0.43677,0.03841436,5,65.48649,98.32432,0.873236,201.0525,32.92131,46.88606,2.16E-05,17,3.909090909,0,0
ITGB6,0,9,0,21,5,1,0,1,0,149,9,0,0,55,2,0,7,2,0,243,0,200,6.681498285,2.688949838,17.79657517,7.73470962,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,160958233,161056590,227667.5,212,1.79E-06,0.400305,0.002398011,7,55.08108,98.78378,0.8926321,138.918,18.5541,42.81916,2.22E-07,5,2.892857143,0,0
CNNM3,0,16,0,0,1,0,0,0,0,57,8,0,0,28,0,0,3,0,0,107,0,93,6.681498285,2.688949838,19.74618626,8.379378367,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.078728492,0.003207682,2,97481991,97501120,879415,332,2.70E-06,0.513575,0.047517,17,36.13514,66.32432,0.884621,85.17377,10.97705,57.99378,0.000126632,27,2.24137931,0,0
CFP,0,7,0,3,8,1,0,0,6,73,12,0,0,43,2,0,8,1,0,146,0,127,6.681498285,2.688949838,19.56423733,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,23,47483613,47489704,775214.2,443.4357224,2.73E-06,0.47047,0.03801457,16,27.13514,56.24324,0.9082159,30.58033,0.6393443,59.72678,8.06E-06,4,2,0,0
MTMR9,0,20,0,4,3,2,0,0,38,65,15,0,0,29,2,0,7,3,0,168,0,140,6.681498285,2.688949838,18.93016963,9.392317423,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.5624737,0.042943537,8,11142000,11185652,499514.4,671,2.75E-06,0.42715,0.03644483,9,45.02703,91.40541,0.899912,124.1836,17.51803,41.92549,0.000340454,16,2.8,0,0
CD101,0,1,0,7,2,3,0,0,3,160,17,0,0,62,2,0,3,3,0,251,0,206,5.260563833,1.539291273,19.54687581,9.079484784,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,117544382,117579166,765941.1,540,2.04E-06,0.4379,0.02417024,8,50.48649,98.45946,0.933375,103.3279,7.036066,47.04708,8.92E-08,3,2.888888889,0,0
TTF2,0,6,0,4,7,4,1,0,2,140,23,0,0,61,8,0,11,4,0,241,0,207,6.681498285,2.688949838,18.34005349,9.147204925,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.072726164,0.000428988,1,117602949,117645489,331821.8,566,2.05E-06,0.41713,0.01221269,9,49.16216,97.59459,0.8937233,125.9607,15.51803,44.32201,2.90E-05,28,2.822580645,0,0
PCDHB5,1,39,0,19,7,2,1,0,0,318,17,0,0,175,0,0,9,3,0,567,0,425,6.681498285,2.688949838,19.80431067,9.501837185,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.391131337,0.051716375,5,140514800,140517703,915569,724,2.49E-06,0.38888,-0.01088987,48,42.43243,83.59459,0.9910888,195.2131,35.98361,55.64335,0,1,1.914772727,0,0
PGLYRP4,0,19,0,2,2,1,0,0,0,93,2,1,0,36,7,0,2,1,0,160,0,142,6.681498285,2.688949838,20.12065934,8.651051691,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,153302598,153321022,1140044,401,3.46E-06,0.44954,0.03154929,41,54.24324,98.24324,0.8741234,141.1836,19.37049,51.6894,0.000152065,24.91374182,2.783783784,0,0
POLR2M,0,56,3,2,1,0,0,0,1,31,3,0,0,13,2,0,4,1,0,107,0,83,6.681498285,2.688949838,17.35864863,8.930737338,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,15,57998901,58009752,168062.7,487,2.60E-06,0.42115,0.01158019,4,55,97.02703,0.9192238,83.45246,3.318033,41.26391,0.000169227,50,2.571428571,0,0
OR52B2,0,1,0,1,2,0,0,0,0,92,0,0,0,37,0,2,2,0,0,133,0,120,6.681498285,2.688949838,18.82821739,9.656424863,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,6190586,6191556,465433.1,806,3.92E-06,0.39402,-0.001318059,39,56.62162,99.02703,1,87.12787,3.845902,47.4152,0.000152065,24.91374182,2.421052632,0,0
OPTN,0,13,0,1,12,3,0,0,0,71,7,0,0,33,1,0,12,3,0,126,0,121,6.681498285,2.688949838,17.8986988,8.54303182,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.095810824,0.000575807,10,13142082,13180276,244367.5,372,2.75E-06,0.43133,0.01606117,6,50.72973,97.16216,0.8405625,98.88525,6.881967,45.17024,0.000770029,69,2.411764706,0,0
PAIP1,0,15,0,0,1,0,2,0,0,81,3,0,0,20,1,0,3,2,0,118,0,103,6.681498285,2.688949838,18.88122183,8.764871591,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.116936979,0.02194012,5,43526372,43557521,482851.1,434,4.58E-06,0.38965,0.01938928,11,56.83784,89.27027,0.8765283,132.3705,18.66557,38.51613,2.64E-05,38,4.047619048,0,0
IGFBP6,1,9,0,1,1,0,0,0,1,22,2,0,0,12,0,0,1,0,0,48,0,46,6.681498285,2.688949838,20.71919076,7.475733431,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.076200881,0.004788127,12,53491436,53496128,1726226,177,1.99E-06,0.47428,0.03805812,32,43.45946,81.75676,0.9281288,83.6459,9.560656,57.99293,8.29E-07,2,1.846153846,0,0
SEMA3B-AS1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,21,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
MTSS1,0,34,0,7,11,2,3,0,24,130,12,0,0,47,3,0,18,6,0,249,0,214,6.681498285,2.688949838,18.87641203,9.13442632,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.774747665,0.028834488,8,125563028,125740730,481244,561,2.94E-06,0.4407533,0.03893808,9,57.64865,94.10811,0.8495959,119.3246,16.00328,51.08658,5.59E-07,7,3.0625,0,0
INTS3,0,38,0,10,1,2,1,0,21,149,11,0,0,71,8,0,8,3,0,301,0,242,6.681498285,2.688949838,20.68674501,7.459431619,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,153700567,153746557,1687837,175,2.89E-06,0.49452,0.03348986,40,54.78378,96.18919,0.8675246,173.777,28.57049,50.19935,0.000261004,54,2.361111111,0,0
C18orf8,0,0,0,4,7,0,1,0,4,93,9,0,0,35,4,0,8,0,0,149,0,126,8.777942257,0.283147697,18.33037904,7.366322214,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.030939129,0.000189015,18,21083462,21111742,329604.1,164,2.01E-06,0.43713,0.06034392,5,54.40541,93.24324,0.808592,151.7607,19.44918,43.00983,7.74E-06,12,2.944444444,0,0
CLDN10,0,5,0,19,2,0,0,0,0,79,2,0,0,22,4,0,2,0,0,131,0,122,6.681498285,2.688949838,17.80435416,8.636624621,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.776291477,0.039014131,13,96085853,96232010,228898.4,397,2.64E-06,0.43043,0.04976376,5,45.94595,85.86486,0.8127187,91.47541,4.281967,45.69975,1.53E-06,4,3.695652174,0,0
ARFGAP3,0,4,0,1,7,5,0,0,0,55,4,0,0,26,3,0,7,5,0,93,0,93,10.28206733,0.581358014,19.46321003,7.554588852,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.101281681,0.010561331,22,43192532,43253408,722785.5,187,2.28E-06,0.49797,0.06024396,20,48.67568,93.2973,0.8528756,137.1738,20.82295,41.03772,0.000136978,10,2.481481481,0,0
LINC00482,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,1,0,41,0,40,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0,1,0,0,0
FNDC1,0,13,0,0,9,3,0,0,1,466,25,0,0,183,10,0,14,4,0,692,0,499,6.681498285,2.688949838,19.61966189,9.221587121,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,6,159590429,159693139,805575.4,596,3.04E-06,0.43804,0.02311263,8,48.86486,87.97297,0.8686518,70.20656,8.403279,48.29989,0.000152065,24.91374182,2.739130435,0,0
RFNG,0,10,0,0,0,0,0,0,0,21,1,0,0,13,0,0,1,0,0,44,0,41,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.571428571,0,0
ERRFI1,0,24,0,3,11,5,0,0,9,71,6,0,0,20,2,0,12,5,0,134,0,123,6.681498285,2.688949838,18.56324022,7.700439718,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,8071780,8086393,387338.8,207,1.91E-06,0.45277,0.0258147,7,53.16216,98.97297,0.9708851,210.1574,41.90164,45.37861,8.57E-06,10,4,0,1
KLLN,0,6,0,13,0,1,0,0,0,9,1,0,0,4,0,0,1,2,0,31,0,31,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.2,0,0
AGTRAP,0,6,3,1,1,0,0,0,11,23,3,0,0,8,0,0,1,0,0,55,0,50,9.927978617,0.992564707,19.21034173,7.554588852,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.078001899,0.002052152,1,11796142,11810827,606580.4,187,2.07E-06,0.532265,0.03595755,17,44,82.83784,0.79169,124.8918,22.36066,58.40087,0.000734034,72,2.888888889,0,0
GADD45G,0,2,0,3,1,0,0,0,6,16,1,0,0,10,0,1,1,1,0,38,0,37,6.681498285,2.688949838,17.31478148,9.152284842,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.116978115,0.00345405,9,92219927,92221467,163029.4,568,2.24E-06,0.47103,0.05226492,7,39.81081,67.37838,0.8761948,37.97049,0.3704918,62.72725,0.000185032,54,1.545454545,0,0
GABRR1,0,15,1,5,2,0,0,0,2,105,6,0,0,53,2,0,9,1,0,181,0,155,6.681498285,2.688949838,18.60577682,8.804131021,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.447113928,0.045059011,6,89887223,89927496,398929.2,446,1.95E-06,0.42387,0.02885329,6,53.83784,99.32432,0.8836929,157.1574,22.15082,49.09876,0.000218753,13,2.092592593,0,0
CDH26,0,17,0,20,3,4,1,0,29,194,10,0,0,89,3,0,4,4,0,362,0,276,3.816871108,5.341433438,16.16737286,9.743151394,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.490053336,0.082126293,20,58533471,58588167,73596.69,856,4.36E-06,0.36966,-0.03610035,10,55.05405,97.86486,0.8909804,147.6164,21.12459,46.57564,0.000152065,24.91374182,2.344444444,0,0
TMEM14E,0,8,0,11,0,0,0,0,0,15,0,0,0,10,0,0,0,1,0,43,0,42,6.681498285,2.688949838,17.5700128,8.654636029,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,3,152057488,152058779,194580.2,402,3.02E-06,0.35531,0.03501142,8,61.72973,98.86486,0.9547389,114.3213,9.144262,40.79572,0.000152065,24.91374182,1.363636364,0,0
MOB4,0,13,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,19,0,17,6.681498285,2.688949838,19.34769554,8.744833837,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,198380320,198417513,667169.3,428,2.86E-06,0.41687,0.02474652,11,45.10811,88.64865,0.7534161,88.28525,6.481967,32.70264,0.000134934,67,0.4,0,0
CXorf65,0,0,0,3,2,0,0,0,0,44,3,0,0,11,3,0,2,0,0,64,0,58,6.681498285,2.688949838,19.53391028,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,23,70323739,70326638,759088.4,443.4357224,3.07E-06,0.44949,0.02731504,17,32.27027,83.83784,0.8900329,81.70492,4.308197,47.0063,0.000152065,24.91374182,4.166666667,0,0
TBC1D2,0,6,0,1,6,1,0,0,10,119,5,0,0,51,1,0,7,1,0,192,0,162,6.681498285,2.688949838,18.90438119,7.994353437,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,100961281,101018003,490664.8,254,2.28E-06,0.48244,0.05220593,14,46.72973,91.91892,0.840574,115.0131,13.64918,59.00081,2.91E-06,11,2.423076923,0,0
IGSF11,0,38,0,7,0,2,2,0,0,111,9,0,0,45,2,1,4,4,0,209,0,188,6.681498285,2.688949838,17.5896197,9.481799432,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.767954767,0.035526632,3,118619481,118864898,197242.7,714,4.98E-06,0.38932,0.002827863,1,54.67568,95.54054,0.8812433,142.3869,20.8918,44.06628,0,2,2.695652174,0,0
DNMT3A,0,44,0,6,19,4,0,0,22,194,19,0,0,90,8,0,25,8,0,373,0,331,6.681498285,2.688949838,18.33275513,8.164906927,0.019898307,0.015747938,0.05178764,0.011559531,-0.06455066,0.017017124,0.707465997,0.023865857,2,25455846,25565459,330147.4,286,1.88E-06,0.51013,0.04312737,8,48.2973,89.7027,0.862902,106.177,11.46557,57.43945,0.000315464,52,2.472527473,1,1
